PICKUPLAT,PICKUPLONG,DROPOFFLAT,DROPOFFLONG
53.605339,-113.484676,53.512999,-113.434865
53.573223,-113.535356,53.557049,-113.497518
53.557049,-113.497518,53.520052,-113.520843
53.520052,-113.520843,53.573223,-113.535356
53.560161,-113.455131,53.571343,-113.390616
53.571343,-113.390616,53.560161,-113.455131
53.605339,-113.484676,53.512999,-113.434865
53.512999,-113.434865,53.605339,-113.484676
53.512999,-113.434865,53.605339,-113.484676
53.612463,-113.51457,53.598611,-113.489758
53.598611,-113.489758,53.612463,-113.51457
53.604357,-113.466266,53.497236,-113.638485
53.497236,-113.638485,53.604357,-113.466266
53.459975,-113.424372,53.542479,-113.495572
53.521699,-113.459299,53.567972,-113.404688
53.573091,-113.496863,53.562042,-113.505353
53.498867,-113.57415,53.53847,-113.506999
53.567972,-113.404688,53.543357,-113.533631
53.543357,-113.533631,53.567972,-113.404688
53.567972,-113.404688,53.521699,-113.459299
53.511931,-113.517364,53.576139,-113.463245
53.440126,-113.455404,53.475072,-113.463151
53.439828,-113.533425,53.548719,-113.536409
53.548719,-113.536409,53.439828,-113.533425
53.531955,-113.582807,53.559154,-113.553835
53.559154,-113.553835,53.531955,-113.582807
53.567969,-113.41151,53.598488,-113.488254
53.598488,-113.488254,53.567969,-113.41151
53.567969,-113.41151,53.622837,-113.480771
53.556687,-113.385318,53.536695,-113.446397
53.601195,-113.456007,53.551618,-113.509895
53.551618,-113.509895,53.601195,-113.456007
53.502847,-113.623699,53.520264,-113.612353
53.520264,-113.612353,53.437781,-113.604108
53.437781,-113.604108,53.502847,-113.623699
53.564808,-113.398966,53.556687,-113.385318
53.556687,-113.385318,53.564808,-113.398966
53.486654,-113.404435,53.453123,-113.507852
53.531955,-113.582807,53.559154,-113.553835
53.549243,-113.620039,53.52883,-113.635252
53.453123,-113.507852,53.455729,-113.431191
53.612463,-113.51457,53.600111,-113.401985
53.559154,-113.553835,53.531955,-113.582807
53.531956,-113.582808,53.559154,-113.553835
53.559154,-113.553835,53.531956,-113.582808
53.49004,-113.514959,53.518556,-113.520274
53.518556,-113.520274,53.49004,-113.514959
53.544796,-113.531957,53.557049,-113.497518
53.541742,-113.511714,53.526249,-113.617542
53.509761,-113.68645,53.503685,-113.619176
53.586069,-113.447578,53.53725,-113.506583
53.53725,-113.506583,53.586069,-113.447578
53.498867,-113.57415,53.485223,-113.514759
53.494886,-113.434734,53.54894,-113.456718
53.485223,-113.514759,53.498867,-113.57415
53.542908,-113.489705,53.471141,-113.423451
53.539789,-113.524423,53.552828,-113.637738
53.552828,-113.637738,53.539789,-113.524423
53.617954,-113.470301,53.614971,-113.488564
53.519439,-113.518453,53.545353,-113.529249
53.559704,-113.548211,53.544684,-113.491328
53.544684,-113.491328,53.538012,-113.582655
53.471141,-113.423451,53.542908,-113.489705
53.54611,-113.596245,53.520591,-113.625025
53.520591,-113.625025,53.54611,-113.596245
53.546111,-113.59632,53.520591,-113.625025
53.591352,-113.544944,53.506421,-113.618343
53.526729,-113.610657,53.505047,-113.436105
53.505047,-113.436105,53.526729,-113.610657
53.44954,-113.414762,53.476954,-113.381966
53.506421,-113.618343,53.591352,-113.544944
53.564732,-113.554121,53.520591,-113.625025
53.520591,-113.625025,53.564732,-113.554121
53.535751,-113.591516,53.520591,-113.625025
53.520591,-113.625025,53.535751,-113.591516
53.548821,-113.479585,53.557503,-113.494283
53.476954,-113.381966,53.44954,-113.414762
53.516878,-113.526321,53.545353,-113.529249
53.607284,-113.41561,53.549818,-113.611149
53.549818,-113.611149,53.607284,-113.41561
53.545353,-113.529249,53.516878,-113.526321
53.59904,-113.391974,53.518431,-113.485449
53.59904,-113.391974,53.518371,-113.485598
53.493581,-113.519531,53.512607,-113.47736
53.512607,-113.47736,53.485223,-113.514759
53.485223,-113.514759,53.493581,-113.519531
53.421075,-113.537304,53.518478,-113.503257
53.518478,-113.503257,53.421075,-113.537304
53.542908,-113.489705,53.445346,-113.441398
53.539275,-113.499765,53.524443,-113.413833
53.489123,-113.514714,53.481102,-113.509036
53.414641,-113.540471,53.425881,-113.517466
53.425881,-113.517466,53.414641,-113.540471
53.481102,-113.509036,53.489123,-113.514714
53.548437,-113.480798,53.523257,-113.527172
53.531258,-113.616505,53.520591,-113.625025
53.556687,-113.385318,53.522603,-113.648084
53.512613,-113.511725,53.460158,-113.511942
53.455729,-113.431191,53.52417,-113.4853
53.52417,-113.4853,53.472353,-113.450156
53.458772,-113.377966,53.523758,-113.456894
53.523758,-113.456894,53.458772,-113.377966
53.571284,-113.533626,53.581286,-113.372564
53.581286,-113.372564,53.571284,-113.533626
53.605339,-113.484676,53.445692,-113.482486
53.445692,-113.482486,53.605339,-113.484676
53.503026,-113.454749,53.559236,-113.494216
53.559537,-113.497126,53.544796,-113.531957
53.62972,-113.547974,53.600393,-113.484561
53.600393,-113.484561,53.62972,-113.547974
53.513909,-113.439578,53.54342,-113.435673
53.512613,-113.511725,53.550105,-113.504482
53.522603,-113.648084,53.561433,-113.383906
53.460106,-113.45265,53.461271,-113.428406
53.515792,-113.47625,53.519417,-113.519932
53.519417,-113.519932,53.515792,-113.47625
53.54342,-113.435673,53.513909,-113.439578
53.546095,-113.532862,53.53725,-113.506583
53.53725,-113.506583,53.546095,-113.532862
53.554254,-113.621927,53.516502,-113.565293
53.598554,-113.525803,53.540067,-113.513031
53.540126,-113.527859,53.560296,-113.605856
53.603387,-113.536959,53.446363,-113.413902
53.503986,-113.571414,53.449549,-113.414864
53.571284,-113.533626,53.586069,-113.447578
53.544557,-113.476288,53.626824,-113.490884
53.626824,-113.490884,53.521699,-113.459299
53.521699,-113.459299,53.544557,-113.476288
53.542849,-113.493069,53.616634,-113.503732
53.446363,-113.413902,53.603387,-113.536959
53.605339,-113.484676,53.606306,-113.451652
53.465417,-113.403625,53.467901,-113.449461
53.467901,-113.449461,53.465417,-113.403625
53.556687,-113.385318,53.440715,-113.460393
53.440715,-113.460393,53.556687,-113.385318
53.440715,-113.460393,53.556687,-113.385318
53.556687,-113.385318,53.440715,-113.460393
53.455729,-113.431191,53.449549,-113.414864
53.52883,-113.635252,53.540067,-113.513031
53.449549,-113.414864,53.455729,-113.431191
53.538012,-113.582655,53.567187,-113.543969
53.586069,-113.447578,53.571284,-113.533626
53.556687,-113.385318,53.440715,-113.460393
53.501528,-113.500572,53.552351,-113.497705
53.552351,-113.497705,53.501528,-113.500572
53.440715,-113.460393,53.556687,-113.385318
53.476312,-113.433822,53.517895,-113.518279
53.558491,-113.476037,53.571284,-113.533626
53.540719,-113.456761,53.544429,-113.509028
53.620496,-113.489071,53.600455,-113.487357
53.600455,-113.487357,53.620496,-113.489071
53.559537,-113.497126,53.462816,-113.537347
53.598701,-113.411386,53.617954,-113.470301
53.559704,-113.548211,53.513069,-113.473999
53.586788,-113.443945,53.60241,-113.444562
53.521699,-113.459299,53.459975,-113.424372
53.476312,-113.433822,53.45493,-113.512408
53.586663,-113.526549,53.566562,-113.530101
53.409691,-113.532065,53.45097,-113.515255
53.45097,-113.515255,53.409691,-113.532065
53.51936,-113.490681,53.473669,-113.476813
53.453374,-113.560887,53.474663,-113.480235
53.565365,-113.411606,53.600111,-113.401985
53.545353,-113.529249,53.5219,-113.591151
53.533971,-113.629966,53.537105,-113.44141
53.537105,-113.44141,53.533971,-113.629966
53.459975,-113.424372,53.521699,-113.459299
53.568006,-113.41151,53.556687,-113.385318
53.568006,-113.41151,53.502751,-113.572646
53.568006,-113.41151,53.6016,-113.400776
53.568006,-113.41151,53.526948,-113.545273
53.568006,-113.41151,53.511882,-113.555776
53.6016,-113.400776,53.618785,-113.435424
53.618829,-113.435454,53.6016,-113.400776
53.6016,-113.400776,53.618829,-113.435454
53.618785,-113.435424,53.6016,-113.400776
53.539049,-113.442459,53.513069,-113.473999
53.462285,-113.485524,53.537939,-113.509967
53.559236,-113.494216,53.548437,-113.480798
53.628294,-113.441691,53.614971,-113.488564
53.614971,-113.488564,53.628294,-113.441691
53.518906,-113.696195,53.584746,-113.447083
53.533696,-113.636545,53.555237,-113.557358
53.555237,-113.557358,53.533696,-113.636545
53.481331,-113.456142,53.520365,-113.527807
53.477475,-113.502629,53.53127,-113.584637
53.531956,-113.582808,53.521398,-113.612493
53.521398,-113.612493,53.595037,-113.567698
53.571284,-113.533626,53.561433,-113.383906
53.541841,-113.430489,53.545384,-113.425388
53.607084,-113.485123,53.568355,-113.504418
53.545384,-113.425388,53.541841,-113.430489
53.586788,-113.443945,53.519358,-113.49442
53.519358,-113.49442,53.586788,-113.443945
53.559743,-113.528154,53.580979,-113.475051
53.540018,-113.496783,53.559743,-113.528154
53.526388,-113.427651,53.540625,-113.500171
53.540625,-113.500171,53.526388,-113.427651
53.550205,-113.69792,53.52321,-113.616518
53.52321,-113.616518,53.550205,-113.69792
53.52321,-113.616518,53.531856,-113.583299
53.552783,-113.603153,53.587027,-113.403875
53.455124,-113.513717,53.54268,-113.529083
53.612463,-113.51457,53.557049,-113.497518
53.5003,-113.663056,53.52321,-113.616518
53.468025,-113.5855,53.543856,-113.566289
53.543856,-113.566289,53.468025,-113.5855
53.468025,-113.5855,53.543856,-113.566289
53.558491,-113.476037,53.515494,-113.438366
53.546844,-113.595378,53.461554,-113.433146
53.461554,-113.433146,53.478229,-113.384482
53.478248,-113.384556,53.455729,-113.431191
53.568006,-113.41151,53.535145,-113.477384
53.51837,-113.588216,53.526948,-113.545273
53.446363,-113.4139,53.459487,-113.58224
53.521699,-113.459299,53.526965,-113.642394
53.508468,-113.632494,53.549243,-113.620039
53.549243,-113.620039,53.508468,-113.632494
53.617954,-113.470301,53.614971,-113.488564
53.480428,-113.506739,53.541175,-113.515237
53.541175,-113.515237,53.480428,-113.506739
53.605339,-113.484676,53.556687,-113.385318
53.556687,-113.385318,53.605339,-113.484676
53.605339,-113.484676,53.556687,-113.385318
53.556687,-113.385318,53.605339,-113.484676
53.537007,-113.504224,53.473669,-113.476813
53.473669,-113.476813,53.537007,-113.504224
53.537007,-113.504224,53.554142,-113.553094
53.529313,-113.463264,53.494886,-113.434734
53.529313,-113.463264,53.494886,-113.434734
53.529313,-113.463264,53.494886,-113.434734
53.515346,-113.681011,53.546132,-113.616507
53.605339,-113.484676,53.532207,-113.419398
53.603829,-113.375235,53.558536,-113.498072
53.558536,-113.498072,53.603829,-113.375235
53.519408,-113.464642,53.458255,-113.368987
53.559743,-113.528154,53.540018,-113.496783
53.543055,-113.610492,53.545353,-113.529249
53.61216,-113.550485,53.632973,-113.541198
53.475373,-113.449517,53.460634,-113.445911
53.460634,-113.445911,53.475373,-113.449517
53.636376,-113.375209,53.629863,-113.489245
53.531243,-113.468804,53.518662,-113.457342
53.531243,-113.468804,53.468399,-113.544017
53.605339,-113.484676,53.562042,-113.505353
53.445677,-113.452761,53.466438,-113.428636
53.455729,-113.431191,53.455303,-113.469256
53.559587,-113.560166,53.571284,-113.533626
53.571284,-113.533626,53.559587,-113.560166
53.571284,-113.533626,53.559587,-113.560166
53.559587,-113.560166,53.571284,-113.533626
53.459487,-113.58224,53.542908,-113.489705
53.542908,-113.489705,53.477276,-113.369259
53.516486,-113.491031,53.603882,-113.474375
53.518356,-113.510928,53.603882,-113.474375
53.540067,-113.513031,53.52321,-113.616518
53.53847,-113.506999,53.508197,-113.637684
53.545353,-113.529249,53.555237,-113.557358
53.555237,-113.557358,53.545353,-113.529249
53.462379,-113.503785,53.540176,-113.514324
53.486264,-113.410637,53.52456,-113.527233
53.52456,-113.527233,53.486264,-113.410637
53.598611,-113.489758,53.518397,-113.447887
53.520488,-113.467085,53.518662,-113.457342
53.536497,-113.607664,53.560161,-113.455131
53.560161,-113.455131,53.536497,-113.607664
53.605339,-113.484676,53.532207,-113.419398
53.532207,-113.419398,53.605339,-113.484676
53.532207,-113.419398,53.605339,-113.484676
53.546095,-113.532862,53.549622,-113.453516
53.571284,-113.533626,53.528847,-113.603563
53.549622,-113.453516,53.546095,-113.532862
53.528847,-113.603563,53.571284,-113.533626
53.513069,-113.473999,53.556687,-113.385318
53.556687,-113.385318,53.513069,-113.473999
53.492853,-113.579045,53.521699,-113.459299
53.521699,-113.459299,53.492853,-113.579045
53.552544,-113.473956,53.542506,-113.493732
53.542908,-113.489705,53.630536,-113.548784
53.598611,-113.489758,53.513874,-113.439579
53.560759,-113.563958,53.518722,-113.468148
53.513376,-113.510171,53.509469,-113.504154
53.509469,-113.504154,53.513376,-113.510171
53.452535,-113.418966,53.512999,-113.434865
53.512999,-113.434865,53.54026,-113.516257
53.575461,-113.400363,53.47378,-113.527602
53.440126,-113.455404,53.459802,-113.430587
53.459802,-113.430587,53.440126,-113.455404
53.484261,-113.497292,53.53847,-113.506999
53.461271,-113.428406,53.465148,-113.410856
53.53847,-113.506999,53.484261,-113.497292
53.471109,-113.437643,53.595037,-113.567698
53.456402,-113.423111,53.445692,-113.482486
53.445692,-113.482486,53.456402,-113.423111
53.555592,-113.566409,53.539939,-113.490917
53.539939,-113.490917,53.555592,-113.566409
53.47378,-113.527602,53.575461,-113.400363
53.552396,-113.569533,53.517713,-113.638112
53.517713,-113.638112,53.552396,-113.569533
53.540176,-113.514324,53.524729,-113.459025
53.494886,-113.434734,53.529313,-113.463264
53.494886,-113.434734,53.529313,-113.463264
53.462174,-113.429644,53.487947,-113.521944
53.559675,-113.542794,53.535528,-113.503395
53.559675,-113.542794,53.535528,-113.503395
53.569705,-113.411638,53.562042,-113.505353
53.562042,-113.505353,53.569705,-113.411638
53.440715,-113.460393,53.520591,-113.625025
53.520591,-113.625025,53.440715,-113.460393
53.440715,-113.460393,53.520591,-113.625025
53.520334,-113.450953,53.553163,-113.490456
53.518722,-113.468148,53.560759,-113.563958
53.630536,-113.548784,53.542908,-113.489705
53.515792,-113.47625,53.538483,-113.503226
53.613787,-113.373848,53.598611,-113.489758
53.543831,-113.506122,53.44298,-113.422969
53.613631,-113.423237,53.549002,-113.487971
53.61295,-113.376082,53.520365,-113.527807
53.5003,-113.663056,53.52321,-113.616518
53.545353,-113.529249,53.546675,-113.590702
53.546675,-113.590702,53.545353,-113.529249
53.52334,-113.612853,53.546675,-113.590702
53.443217,-113.555241,53.469099,-113.585791
53.469099,-113.585791,53.475308,-113.494431
53.52321,-113.616518,53.5003,-113.663056
53.625891,-113.52861,53.540067,-113.513031
53.526249,-113.617542,53.513026,-113.482616
53.605339,-113.484676,53.590024,-113.43244
53.513026,-113.482616,53.526249,-113.617542
53.590024,-113.43244,53.605339,-113.484676
53.537527,-113.605919,53.483974,-113.642287
53.483974,-113.642287,53.537527,-113.605919
53.45876,-113.422176,53.485119,-113.406286
53.485119,-113.406286,53.45876,-113.422176
53.475393,-113.44465,53.478669,-113.374801
53.459643,-113.569542,53.501719,-113.532182
53.524443,-113.413833,53.553163,-113.490456
53.453408,-113.569194,53.451681,-113.592356
53.541928,-113.529152,53.504991,-113.618898
53.504991,-113.618898,53.541928,-113.529152
53.475348,-113.444682,53.477407,-113.49343
53.477407,-113.49343,53.475348,-113.444682
53.45876,-113.422176,53.485223,-113.514759
53.485223,-113.514759,53.45876,-113.422176
53.628246,-113.452091,53.589829,-113.387448
53.519928,-113.589226,53.542498,-113.525479
53.542498,-113.525479,53.519928,-113.589226
53.564808,-113.398966,53.56777,-113.453216
53.589829,-113.387448,53.628246,-113.452091
53.53127,-113.584637,53.477475,-113.502629
53.502545,-113.360464,53.547498,-113.51111
53.440689,-113.53319,53.518454,-113.517198
53.545353,-113.529249,53.449504,-113.566513
53.454712,-113.537154,53.462174,-113.429644
53.494886,-113.434734,53.472751,-113.386111
53.494886,-113.434734,53.558491,-113.476037
53.475815,-113.392487,53.429267,-113.418867
53.639754,-113.507846,53.60734,-113.444008
53.531955,-113.582807,53.485223,-113.514759
53.542556,-113.511129,53.541311,-113.640019
53.531955,-113.582807,53.485223,-113.514759
53.485223,-113.514759,53.531955,-113.582807
53.485223,-113.514759,53.531955,-113.582807
53.541228,-113.527079,53.559537,-113.497126
53.559743,-113.528154,53.58322,-113.393022
53.640803,-113.496715,53.598068,-113.568739
53.598068,-113.568739,53.640803,-113.496715
53.640803,-113.496715,53.598068,-113.568739
53.598068,-113.568739,53.640803,-113.496715
53.532883,-113.469735,53.525351,-113.426997
53.516502,-113.565293,53.554254,-113.621927
